area_type,availability,location,total_sqft,bath,balcony,price,bhk
Carpet  Area,Ready To Move,Lingarajapuram,1203,2.0,1.0,59.86,2.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1357,2.0,2.0,54.0,2.0
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,1600,3.0,2.0,76.0,3.0
Built-up  Area,Ready To Move,Yelahanka New Town,350,1.0,1.0,13.5,1.0
Super built-up  Area,Ready To Move,Varthur,1665,3.0,1.0,53.0,3.0
Plot  Area,Ready To Move,Ramamurthy Nagar,1400,3.0,3.0,200.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,835,1.0,1.0,46.95,1.0
Plot  Area,Ready To Move,Chandra Layout,815,3.0,2.0,160.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,1444,2.0,1.0,80.0,3.0
Super built-up  Area,Ready To Move,Kanakapura,1277,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,1521,3.0,1.0,94.71,3.0
Super built-up  Area,Ready To Move,Maithri Layout,1134,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,Vasanthapura,995,2.0,1.0,34.82,2.0
Super built-up  Area,Ready To Move,Old Madras Road,2760,5.0,2.0,157.0,3.0
Built-up  Area,Ready To Move,Marathahalli,1325,1.0,1.0,92.0,2.0
Built-up  Area,Ready To Move,Marathahalli,1525,3.0,2.0,90.0,3.0
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar 5th Stage,1320,2.0,2.0,73.0,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,650,1.0,1.0,23.0,1.0
Built-up  Area,Ready To Move,Old Airport Road,1858,2.0,1.0,167.0,3.0
Super built-up  Area,21-Aug,Electronic City,1150,2.0,1.0,38.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,769,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,Electronic City,1571,3.0,2.0,105.0,3.0
Super built-up  Area,Ready To Move,Hennur Road,1445,3.0,1.0,86.56,3.0
Super built-up  Area,Ready To Move,Hosur Road,1590,2.0,2.0,135.0,3.0
Super built-up  Area,Ready To Move,Bommasandra,902,2.0,2.0,49.0,2.0
Plot  Area,18-Mar,Sarjapur,2238,3.0,1.0,140.0,3.0
Built-up  Area,18-Dec,Electronic City,1090,2.0,1.0,31.49,2.0
Built-up  Area,Ready To Move,Yelahanka,1712,3.0,3.0,82.0,3.0
Built-up  Area,Ready To Move,Haralur Road,1088,2.0,1.0,68.0,2.0
Super built-up  Area,Ready To Move,Somasundara Palya,1575,3.0,3.0,63.1,3.0
Super built-up  Area,Ready To Move,Kundalahalli,1920,3.0,2.0,150.0,3.0
Plot  Area,Ready To Move,Margondanahalli,1000,2.0,0.0,57.0,2.0
Super built-up  Area,18-Oct,Chennammana Kere,1100,2.0,2.0,56.1,2.0
Super built-up  Area,Ready To Move,Electronic City,1089,2.0,2.0,45.0,2.0
Built-up  Area,Ready To Move,Horamavu Agara,1106,2.0,1.0,43.09,2.0
Super built-up  Area,18-Dec,Kengeri,927,2.0,2.0,37.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,1339,2.0,2.0,58.0,2.0
Built-up  Area,21-Dec,Thanisandra,923,1.0,1.0,45.69,1.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1175,2.0,2.0,75.0,2.0
Built-up  Area,Ready To Move,Thubarahalli,975,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,Hebbal,2400,4.0,1.0,180.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,1330,3.0,2.0,72.0,3.0
Super built-up  Area,20-Dec,Thanisandra,1183,2.0,1.0,59.74,2.0
Super built-up  Area,Ready To Move,Harlur,1758,3.0,2.0,133.0,3.0
Super built-up  Area,19-Dec,Hebbal,1255,2.0,1.0,77.68,3.0
Plot  Area,Ready To Move,Nagadevanahalli,600,4.0,2.0,110.0,3.0
Built-up  Area,Ready To Move,Pai Layout,1100,2.0,2.0,50.0,2.0
Super built-up  Area,18-Dec,Ramamurthy Nagar,1170,2.0,2.0,46.8,2.0
Built-up  Area,Ready To Move,Vayunandana Layout,2400,5.0,2.0,120.0,5.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1530,3.0,3.0,51.77,3.0
Built-up  Area,17-Dec,Hebbal,1420,2.0,2.0,107.0,2.0
Super built-up  Area,19-Jan,Kanakpura Road,1591,3.0,1.0,115.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680,3.0,2.0,120.0,3.0
Plot  Area,Ready To Move,Kenchenhalli,675,3.0,1.0,52.0,2.0
Super built-up  Area,19-Dec,Hoodi,1055,2.0,1.0,57.63,2.0
Super built-up  Area,Ready To Move,Iblur Village,1918,3.0,2.0,129.0,3.0
Super built-up  Area,18-Jan,Sarjapur  Road,1280,2.0,1.0,76.0,2.0
Super built-up  Area,Ready To Move,Nagarbhavi,1560,3.0,3.0,66.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1145,2.0,2.0,49.5,2.0
Super built-up  Area,Ready To Move,Talaghattapura,2106,3.0,2.0,126.0,3.0
Super built-up  Area,Ready To Move,"EPIP AREA, WHITEFIELD",1801,3.0,2.0,139.0,3.0
Plot  Area,Ready To Move,Seegehalli,1200,5.0,3.0,120.0,5.0
Super built-up  Area,20-Jun,Whitefield,1306,3.0,2.0,54.65,3.0
Super built-up  Area,19-Jun,Hebbal,1320,2.0,1.0,92.0,2.0
Built-up  Area,Ready To Move,1st Stage Domlur,1350,2.0,2.0,65.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1344,2.0,1.0,42.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1893,3.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,Chandapura,1107,2.0,1.0,43.0,3.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1190,2.0,1.0,75.0,2.0
Built-up  Area,Ready To Move,Whitefield,1000,2.0,1.0,35.0,2.0
Plot  Area,Ready To Move,Kalhalli,2400,2.0,1.0,160.0,2.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,1000,2.0,1.0,48.5,2.0
Super built-up  Area,Ready To Move,Jalahalli,2113,3.0,2.0,155.0,3.0
Built-up  Area,Ready To Move,KR Puram,1100,2.0,1.0,46.0,2.0
Plot  Area,Ready To Move,Sector 2 HSR Layout,1200,4.0,1.0,160.0,5.0
Super built-up  Area,Ready To Move,Harlur,1884,4.0,2.0,120.0,4.0
Super built-up  Area,Ready To Move,Electronic City,1110,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,Kudlu,1027,2.0,2.0,43.0,2.0
Super built-up  Area,18-May,Tavarekere,1250,3.0,2.0,40.0,3.0
Built-up  Area,Ready To Move,Sarjapur  Road,1470,3.0,0.0,62.0,3.0
Built-up  Area,18-May,Kamakshipalya,1150,2.0,1.0,75.0,2.0
Plot  Area,Ready To Move,Hadosiddapura,1200,3.0,2.0,165.0,3.0
Super built-up  Area,18-Aug,Kudlu Gate,703,1.0,1.0,52.0,1.0
Super built-up  Area,Ready To Move,Vijaya Bank Colony,1400,2.0,2.0,62.0,3.0
Super built-up  Area,Ready To Move,Bellandur,1195,2.0,2.0,51.0,2.0
Super built-up  Area,Ready To Move,Narayanapura,1302,2.0,1.0,69.1,2.0
Super built-up  Area,19-Aug,Begur Road,1583,3.0,1.0,74.4,3.0
Super built-up  Area,Ready To Move,Kumarapalli,1488,2.0,3.0,60.0,3.0
Plot  Area,Ready To Move,Lakshmi Layout,600,5.0,2.0,85.0,4.0
Super built-up  Area,18-Aug,Kammasandra,1385,2.0,2.0,34.63,3.0
Built-up  Area,18-Jan,Electronic City,1600,3.0,2.0,104.0,3.0
Super built-up  Area,Ready To Move,Old Airport Road,1150,2.0,1.0,90.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1263,2.0,1.0,78.0,2.0
Super built-up  Area,20-May,Kanakpura Road,1299,2.0,2.0,85.0,2.0
Super built-up  Area,Ready To Move,Banashankari,1330,2.0,1.0,78.0,2.0
Super built-up  Area,18-Apr,Devanahalli,1282,2.0,2.0,52.43,3.0
Built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",1853,3.0,2.0,82.0,3.0
Super built-up  Area,Ready To Move,Kachanayakanahalli,861,2.0,1.0,35.0,2.0
Built-up  Area,Ready To Move,Bannerghatta Road,1600,3.0,2.0,95.0,3.0
Built-up  Area,Ready To Move,Nagaraja Garden,1256,2.0,1.0,62.8,2.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,1390,2.0,2.0,80.0,3.0
Super built-up  Area,Ready To Move,Ashwath Nagar,1550,2.0,2.0,90.0,3.0
Built-up  Area,Ready To Move,Hebbal,919,2.0,1.0,49.0,2.0
Plot  Area,18-May,Margondanahalli,1625,3.0,0.0,80.0,3.0
Super built-up  Area,Ready To Move,Gunjur,1195,2.0,2.0,44.0,2.0
Super built-up  Area,Ready To Move,Yelenahalli,1159,2.0,1.0,60.0,2.0
Super built-up  Area,20-Jun,Whitefield,1386,3.0,1.0,57.46,3.0
Super built-up  Area,Ready To Move,Harlur,1197,2.0,1.0,79.0,2.0
Super built-up  Area,18-Dec,Old Airport Road,2690,4.0,3.0,191.0,4.0
Super built-up  Area,18-May,Bommasandra,1295,2.0,1.0,50.28,3.0
Built-up  Area,18-Jul,Huskur,1310,2.0,1.0,37.83,3.0
Super built-up  Area,21-Dec,Whitefield,1132,2.0,1.0,79.28,2.0
Super built-up  Area,19-Dec,Hebbal,1645,3.0,2.0,135.0,3.0
Super built-up  Area,18-Nov,Whitefield,1200,2.0,1.0,45.84,2.0
Super built-up  Area,Ready To Move,Marathahalli,1937,3.0,2.0,140.0,3.0
Super built-up  Area,Ready To Move,Doddathoguru,1015,2.0,2.0,33.5,2.0
Super built-up  Area,Ready To Move,Nagadevanahalli,1080,2.0,2.0,39.0,2.0
Super built-up  Area,Ready To Move,Kathriguppe,1350,2.0,2.0,80.99,3.0
Super built-up  Area,18-Aug,Kengeri Satellite Town,1149,2.0,2.0,29.0,3.0
Super built-up  Area,Ready To Move,Kothanur,1185,2.0,2.0,59.0,2.0
Super built-up  Area,Ready To Move,Domlur,1720,3.0,1.0,135.0,3.0
Super built-up  Area,Ready To Move,Hebbal,2080,3.0,3.0,175.0,3.0
Plot  Area,Ready To Move,Tindlu,1500,3.0,1.0,87.0,3.0
Super built-up  Area,Ready To Move,Yelahanka,1566,3.0,2.0,97.0,3.0
Plot  Area,Ready To Move,KSRTC Layout,1500,4.0,0.0,110.0,4.0
Super built-up  Area,Ready To Move,KR Puram,1290,2.0,1.0,49.02,2.0
Built-up  Area,20-Dec,"JP nagar 9th Phase, ",1531,3.0,2.0,72.0,3.0
Super built-up  Area,Ready To Move,Keshava Nagar,1839,3.0,3.0,165.0,3.0
Super built-up  Area,18-May,Electronic City Phase II,1400,2.0,2.0,40.43,3.0
Super built-up  Area,Ready To Move,Electronic City,550,1.0,1.0,15.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1140,2.0,2.0,39.0,2.0
Super built-up  Area,21-Jun,Tumkur Road,1210 - 1477,3.0,0.0,57.76,3.0
Built-up  Area,Ready To Move,Banashankari Stage III,2000,4.0,0.0,100.0,4.0
Built-up  Area,Ready To Move,Kaval Byrasandra,1100,2.0,1.0,46.0,2.0
Built-up  Area,Ready To Move,Vignana Nagar,1200,2.0,2.0,55.0,2.0
Super built-up  Area,18-Apr,Bannerghatta,1618,3.0,1.0,68.0,3.0
Super built-up  Area,18-Oct,Whitefield,2830,5.0,2.0,160.0,4.0
Super built-up  Area,Ready To Move,Uttarahalli,1315,2.0,2.0,74.0,3.0
Super built-up  Area,Ready To Move,Anandapura,1141,2.0,1.0,42.75,2.0
Super built-up  Area,Ready To Move,AECS Layout,1080,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,HBR Layout,1200,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Varthur,1111,2.0,2.0,41.88,2.0
Super built-up  Area,Ready To Move,NGR Layout,1022,2.0,1.0,45.9,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1275,2.0,2.0,65.0,2.0
Super built-up  Area,Ready To Move,4th Block Jayanagar,900,2.0,1.0,70.0,2.0
Super built-up  Area,Ready To Move,Rachenahalli,1224,2.0,3.0,39.2,2.0
Super built-up  Area,Ready To Move,Battarahalli,1135,2.0,3.0,43.0,2.0
Super built-up  Area,Ready To Move,Rachenahalli,1050,2.0,2.0,52.1,2.0
Super built-up  Area,Ready To Move,Kudlu Gate,1535,3.0,2.0,86.0,3.0
Super built-up  Area,17-Nov,Nagavarapalya,1392,2.0,1.0,130.0,2.0
Super built-up  Area,Ready To Move,Bellandur,1050,2.0,2.0,72.0,2.0
Super built-up  Area,19-Jun,Hosa Road,1513,3.0,1.0,103.0,3.0
Super built-up  Area,Ready To Move,Gottigere,1621,3.0,3.0,72.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,892,2.0,1.0,39.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1205,2.0,1.0,40.0,2.0
Super built-up  Area,18-Dec,Hebbal,1355,3.0,2.0,83.87,3.0
Super built-up  Area,Ready To Move,Indira Nagar,1400,2.0,2.0,168.0,2.0
Super built-up  Area,18-Nov,Kengeri,726,2.0,1.0,35.0,2.0
Plot  Area,Ready To Move,Singena Agrahara,1500,3.0,2.0,149.0,3.0
Super built-up  Area,18-Dec,Horamavu Agara,1079,2.0,2.0,41.0,2.0
Super built-up  Area,Ready To Move,Begur Road,1170,2.0,2.0,46.0,2.0
Super built-up  Area,Ready To Move,Doddathoguru,1104,2.0,2.0,39.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,950,2.0,1.0,45.0,2.0
Built-up  Area,Ready To Move,Canara Bank Colony,1650,2.0,1.0,52.0,3.0
Super built-up  Area,21-May,Kogilu,1559,3.0,2.0,127.0,3.0
Built-up  Area,Ready To Move,Hanumagiri,1100,2.0,1.0,38.0,2.0
Super built-up  Area,Ready To Move,Benson Town,1750,3.0,3.0,150.0,3.0
Super built-up  Area,18-Jul,Ramagondanahalli,1215,2.0,1.0,45.5,2.0
Super built-up  Area,21-Feb,Talaghattapura,1868,3.0,1.0,135.0,3.0
Built-up  Area,18-Dec,Electronic City,1130,2.0,1.0,32.63,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,1570,3.0,3.0,64.5,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1691,3.0,1.0,98.0,3.0
Super built-up  Area,17-Oct,Hulimavu,1225,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,JP Nagar,1690,3.0,2.0,112.0,3.0
Super built-up  Area,Ready To Move,Thigalarapalya,1418,2.0,2.0,103.0,2.0
Super built-up  Area,Ready To Move,Kasturi Nagar,1896,3.0,1.0,125.0,4.0
Super built-up  Area,17-Sep,Sonnenahalli,605,1.0,1.0,40.0,1.0
Plot  Area,Ready To Move,Begur Road,800,5.0,2.0,95.0,5.0
Super built-up  Area,Ready To Move,Electronic City Phase II,900,2.0,2.0,32.5,2.0
Plot  Area,Ready To Move,Cholanayakanahalli,750,2.0,0.0,50.0,1.0
Plot  Area,Ready To Move,Hoodi,780,3.0,1.0,62.0,3.0
Super built-up  Area,Ready To Move,Ananth Nagar,908,2.0,1.0,26.0,2.0
Built-up  Area,Ready To Move,Iblur Village,1400,2.0,2.0,68.0,2.0
Super built-up  Area,Ready To Move,Kudlu,1092,2.0,2.0,44.0,2.0
Super built-up  Area,Ready To Move,Hulimavu,1255,2.0,2.0,74.0,2.0
Built-up  Area,Ready To Move,Electronic City,1500,2.0,1.0,100.0,3.0
Super built-up  Area,18-Feb,Thanisandra,1296,2.0,2.0,72.0,2.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,925,2.0,3.0,38.0,2.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1023,2.0,2.0,42.0,2.0
Built-up  Area,Ready To Move,Seshadripuram,600,3.0,2.0,75.0,2.0
Super built-up  Area,18-May,Thanisandra,1020,2.0,1.0,44.5,2.0
Super built-up  Area,17-Jul,Choodasandra,1530,3.0,2.0,77.0,3.0
Super built-up  Area,Ready To Move,Gubbalala,1650,3.0,2.0,71.0,3.0
Built-up  Area,Ready To Move,Vijaya Bank Layout,1605,2.0,3.0,85.0,3.0
Super built-up  Area,Ready To Move,Hosakerehalli,1925,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Kogilu,1190,2.0,2.0,50.66,2.0
Super built-up  Area,Ready To Move,Jakkur,1374,3.0,2.0,68.0,3.0
Built-up  Area,Ready To Move,6th Phase JP Nagar,1140,2.0,2.0,65.0,2.0
Super built-up  Area,Ready To Move,Green Glen Layout,1725,3.0,2.0,130.0,3.0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075,2.0,1.0,50.0,3.0
Super built-up  Area,Ready To Move,Kannamangala,1574,3.0,1.0,93.34,3.0
Built-up  Area,Ready To Move,Sanjay nagar,965,1.0,1.0,32.0,1.0
Super built-up  Area,Ready To Move,Marathahalli,1550,3.0,2.0,83.0,3.0
Super built-up  Area,Ready To Move,Akshayanagara West,1205,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Kambipura,1082,2.0,1.0,55.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,1215,2.0,2.0,52.85,3.0
Plot  Area,18-Jul,Prasanth Extension,1200,3.0,1.0,46.14,2.0
Super built-up  Area,Ready To Move,Chikkathoguru,1500,1.0,1.0,19.5,1.0
Super built-up  Area,Ready To Move,Kanakpura Road,1452,3.0,3.0,60.98,3.0
Super built-up  Area,18-Apr,Electronic City Phase II,1329,2.0,2.0,41.0,3.0
Super built-up  Area,Ready To Move,Doctors Layout,1125,2.0,1.0,44.0,2.0
Plot  Area,Ready To Move,Anand nagar,1200,2.0,0.0,70.0,2.0
Built-up  Area,Ready To Move,Sarjapur  Road,1350,3.0,3.0,39.97,3.0
Super built-up  Area,Ready To Move,Uttarahalli,1125 - 1500,3.0,0.0,51.19,3.0
Super built-up  Area,19-Oct,Hebbal,2600,3.0,2.0,195.0,3.0
Plot  Area,Ready To Move,West of Chord Road,1200,2.0,1.0,160.0,2.0
Built-up  Area,18-Dec,Electronic City Phase II,1220,3.0,1.0,35.23,3.0
Super built-up  Area,Ready To Move,Pai Layout,1255,2.0,1.0,80.0,2.0
Super built-up  Area,Ready To Move,Keshava Nagar,1904,3.0,3.0,155.0,3.0
Super built-up  Area,Ready To Move,Somasundara Palya,1329,2.0,2.0,70.0,2.0
Plot  Area,Ready To Move,Chandapura,1200,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Murugeshpalya,2135,3.0,2.0,160.0,3.0
Built-up  Area,19-Dec,"Hoodi Circle, ",813,1.0,1.0,39.0,1.0
Super built-up  Area,Ready To Move,Kalena Agrahara,800,2.0,2.0,30.0,2.0
Plot  Area,Ready To Move,Handenahalli,4750,2.0,1.0,120.0,4.0
Super built-up  Area,Ready To Move,Hormavu,1500,3.0,3.0,70.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1880,3.0,2.0,95.0,3.0
Super built-up  Area,Ready To Move,Electronic City,1440,2.0,2.0,55.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1575,3.0,2.0,90.0,3.0
Super built-up  Area,Ready To Move,Banagiri Nagar,1630,2.0,2.0,97.78,3.0
Super built-up  Area,Ready To Move,Yelahanka,1180,3.0,1.0,55.0,3.0
Built-up  Area,Ready To Move,Nagadevanahalli,1090,2.0,1.0,36.0,2.0
Super built-up  Area,Ready To Move,NGR Layout,1020,2.0,2.0,48.45,2.0
Built-up  Area,Ready To Move,"Sarjapur Road, ",2425,4.0,3.0,173.0,4.0
Super built-up  Area,18-Mar,Varthur,1097,2.0,1.0,33.82,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1070,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,1000,2.0,1.0,58.0,2.0
Super built-up  Area,18-Apr,manyata tech park,1150,2.0,1.0,56.0,2.0
Built-up  Area,Ready To Move,Frazer Town,1900,4.0,2.0,145.0,3.0
Super built-up  Area,Ready To Move,Divya Unnathi Layout,1141,2.0,2.0,49.0,2.0
Built-up  Area,Ready To Move,Jigani,937,2.0,1.0,44.0,2.0
Built-up  Area,Ready To Move,Green Glen Layout,1075,2.0,1.0,60.0,2.0
Super built-up  Area,18-Feb,Panathur,1000,2.0,1.0,65.3,2.0
Super built-up  Area,Ready To Move,Kasavanhalli,1450,3.0,2.0,77.41,3.0
Plot  Area,Ready To Move,Yelachenahalli,897,2.0,1.0,85.0,5.0
Super built-up  Area,Ready To Move,Ashwathnagar,936,2.0,2.0,43.0,2.0
Built-up  Area,Ready To Move,Gopalkrishna Nagar,1280,2.0,1.0,75.0,2.0
Super built-up  Area,Ready To Move,Babusapalaya,1050,2.0,3.0,45.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,1350,2.0,1.0,86.0,2.0
Super built-up  Area,Ready To Move,Mallasandra,1325,2.0,1.0,70.0,2.0
Super built-up  Area,18-Apr,Devanahalli,1174,2.0,1.0,59.0,2.0
Super built-up  Area,Ready To Move,Hosur Road,1890,3.0,2.0,162.0,3.0
Super built-up  Area,Ready To Move,Wilson Garden,735,1.0,1.0,75.0,1.0
Built-up  Area,Ready To Move,Sarvabhouma Nagar,500,1.0,0.0,24.0,1.0
Super built-up  Area,Ready To Move,Gottigere,1304,3.0,3.0,80.0,3.0
Built-up  Area,Ready To Move,Yelahanka,1653,3.0,2.0,120.0,3.0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075,2.0,1.0,52.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1212,3.0,1.0,42.0,2.0
Built-up  Area,Ready To Move,Hoysalanagar,1100,2.0,1.0,50.0,2.0
Plot  Area,Ready To Move,SMV layout,1200,4.0,0.0,145.0,3.0
Super built-up  Area,Ready To Move,Billekahalli,1140,2.0,2.0,50.0,2.0
Plot  Area,Ready To Move,Roopena Agrahara,1200,2.0,1.0,100.0,2.0
Super built-up  Area,Ready To Move,Kudlu Gate,1532,3.0,2.0,83.0,3.0
Plot  Area,Ready To Move,Doddaballapur,2776,4.0,2.0,195.0,3.0
Super built-up  Area,Ready To Move,Padmanabhanagar,1531,2.0,0.0,75.0,3.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1270,2.0,2.0,50.79,3.0
Super built-up  Area,18-Dec,Uttarahalli,1325,2.0,1.0,53.0,2.0
Plot  Area,Ready To Move,CQAL LAYOUT C BLOCK,1200,3.0,1.0,160.0,3.0
Super built-up  Area,17-Apr,Electronic City,1156,2.0,2.0,44.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1260,2.0,2.0,70.0,2.0
Super built-up  Area,Ready To Move,Vittasandra,1934,2.0,0.0,90.0,2.0
Super built-up  Area,Ready To Move,Malleshpalya,1060,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,Kasavanhalli,1476,3.0,1.0,95.0,3.0
Super built-up  Area,Ready To Move,Murugeshpalya,1185,2.0,1.0,85.0,2.0
Super built-up  Area,Ready To Move,Channasandra Layout,1265,2.0,1.0,82.0,3.0
Built-up  Area,18-May,"Near Electronic City, ",3200,5.0,1.0,150.0,4.0
Super built-up  Area,Ready To Move,Virat Nagar,1196,2.0,2.0,56.81,2.0
Built-up  Area,Ready To Move,EPIP Zone,1280,2.0,1.0,69.0,2.0
Plot  Area,Ready To Move,Marathahalli,800,4.0,2.0,86.0,4.0
Built-up  Area,Ready To Move,Hulimavu,1175,2.0,2.0,45.0,2.0
Built-up  Area,Ready To Move,Kacharakanahalli,1850,3.0,3.0,98.0,3.0
Super built-up  Area,Ready To Move,Whitefield,1195,2.0,1.0,70.0,2.0
Super built-up  Area,Ready To Move,Ulsoor,2000,3.0,3.0,185.0,3.0
Carpet  Area,Ready To Move,Veerannapalya,600,4.0,0.0,100.0,7.0
Plot  Area,18-Feb,Hebbal Kempapura,800,5.0,3.0,155.0,4.0
Super built-up  Area,Ready To Move,Hosur Road,1180,2.0,2.0,36.5,2.0
Super built-up  Area,Ready To Move,Jakkur,1050,2.0,1.0,49.87,2.0
Built-up  Area,18-Dec,Electronic City,1400,2.0,1.0,40.44,3.0
Plot  Area,17-Dec,Bagalakunte,2360,4.0,2.0,150.0,4.0
Super built-up  Area,Ready To Move,Banashankari stage 2,1030,2.0,1.0,77.25,2.0
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,1512,1.0,2.0,65.01,2.0
Built-up  Area,Ready To Move,Subramanyapura,929,2.0,1.0,48.0,2.0
Super built-up  Area,Ready To Move,Jigani,1252,3.0,3.0,61.0,3.0
Built-up  Area,Ready To Move,Green Glen Layout,1485,3.0,2.0,115.0,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1124,2.0,2.0,55.0,3.0
Built-up  Area,Ready To Move,Indira Nagar,1407,3.0,1.0,120.0,3.0
Super built-up  Area,19-Mar,Hennur Road,1482,2.0,3.0,97.0,3.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1163,2.0,1.0,98.86,2.0
Super built-up  Area,Ready To Move,Jalahalli,1570,3.0,2.0,140.0,3.0
Super built-up  Area,19-Sep,Chandapura,520,1.0,1.0,14.04,1.0
Super built-up  Area,Ready To Move,OLd Gurappanapalya,2000,3.0,2.0,160.0,3.0
Super built-up  Area,Ready To Move,Prithvi Layout,1352,2.0,2.0,75.0,2.0
Super built-up  Area,18-Apr,Electronic City,1152,2.0,1.0,65.0,2.0
Built-up  Area,20-Dec,"ECC Road, Whitefield, ",1575,3.0,2.0,93.0,3.0
Super built-up  Area,Ready To Move,Hegde Nagar,1965,4.0,2.0,125.0,3.0
Built-up  Area,Ready To Move,Ramanjaneyanagar,1300,2.0,2.0,70.0,3.0
Plot  Area,Ready To Move,Sarjapur  Road,1,4.0,2.0,120.0,4.0
Super built-up  Area,18-Apr,Marathahalli,957,2.0,1.0,47.0,2.0
Super built-up  Area,Ready To Move,Hoskote,1740,3.0,3.0,60.0,3.0
Super built-up  Area,Ready To Move,Neeladri Nagar,1060,2.0,0.0,35.0,2.0
Carpet  Area,Ready To Move,Chikkadunnasandra,975,2.0,2.0,50.0,2.0
Super built-up  Area,18-May,Ramamurthy Nagar,1150,2.0,2.0,51.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1738,2.0,3.0,79.0,3.0
Super built-up  Area,18-May,Bommanahalli,1250,3.0,2.0,55.0,3.0
Built-up  Area,Ready To Move,Bannerghatta Road,1788,3.0,2.0,90.0,3.0
Super built-up  Area,19-Dec,Kanakapura,1151,2.0,1.0,59.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,1300,2.0,2.0,60.0,3.0
Super built-up  Area,Ready To Move,Garudachar Palya,1150,2.0,1.0,52.8,2.0
Super built-up  Area,Ready To Move,Akshya Nagar,1380,2.0,1.0,75.0,2.0
Super built-up  Area,19-Jun,Hebbal,1645,3.0,2.0,117.0,3.0
Super built-up  Area,Ready To Move,Babusapalaya,1141,2.0,1.0,45.9,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1175,2.0,2.0,82.5,2.0
Super built-up  Area,Ready To Move,Banashankari Stage V,1355,2.0,1.0,61.0,3.0
Built-up  Area,Ready To Move,Dasarahalli,1150,2.0,0.0,70.0,2.0
Super built-up  Area,18-May,Indranagar  100ft road defence colony,5800,5.0,2.0,80.0,5.0
Built-up  Area,Ready To Move,Canara Bank Colony,1000,2.0,2.0,45.0,2.0
Super built-up  Area,20-Jan,Balagere,1007,2.0,1.0,65.0,2.0
